,nodeid,longitude,latitude,elevation
1551,1551,-120.71801,38.252159,314
1552,1552,-120.719887,38.255318,377
1553,1553,-120.71624,38.264126,364
1554,1554,-120.716217,38.270088,352
1555,1555,-120.708946,38.288399,488
1556,1556,-120.70575,38.300632,447
1557,1557,-120.70536,38.304771,394
1558,1558,-120.716301,38.302864,394
1559,1559,-120.722008,38.300873,383
1560,1560,-120.732597,38.303791,315
1561,1561,-120.723457,38.313438,255
1562,1562,-120.724373,38.320293,300
1563,1563,-120.731247,38.324917,315
1564,1564,-120.750748,38.33194,405
1565,1565,-120.760597,38.337856,404
1566,1566,-120.77449,38.348927,371
1567,1567,-120.805527,38.202038,236
1568,1568,-120.794777,38.207615,243
1569,1569,-120.781853,38.216,270
1570,1570,-120.759789,38.215469,316
1571,1571,-120.749763,38.21804,332
1572,1572,-120.725143,38.212307,320
1573,1573,-120.715553,38.211655,292
1574,1574,-120.707291,38.214863,223
1575,1575,-120.698463,38.212124,293
1576,1576,-120.683372,38.205429,277
1577,1577,-121.874367,38.209389,26
1578,1578,-121.870743,38.207001,35
1579,1579,-121.867867,38.202747,34
1580,1580,-121.861168,38.197491,45
1581,1581,-121.844269,38.186646,46
1582,1582,-121.72377,38.18367,13
1583,1583,-121.698471,38.162788,16
1584,1584,-121.688309,38.162457,5
1585,1585,-121.675301,38.158104,-3
1586,1586,-121.676537,38.154617,0
1587,1587,-122.456001,38.273022,17
1588,1588,-122.455421,38.268921,12
1589,1589,-122.446854,38.258263,9
1590,1590,-122.443771,38.251507,7
1591,1591,-122.441559,38.248848,4
1592,1592,-122.459427,38.238697,4
1593,1593,-122.461189,38.234726,5
1594,1594,-122.455704,38.214077,9
1595,1595,-122.447472,38.199966,13
1596,1596,-122.446228,38.194511,18
1597,1597,-122.447166,38.187134,105
1598,1598,-122.457001,38.174107,0
1599,1599,-122.457474,38.16835,9
1600,1600,-122.454697,38.153324,89
1601,1601,-121.30381,38.281643,17
1602,1602,-121.300697,38.272572,16
1603,1603,-121.281502,38.239254,16
1604,1604,-121.266212,38.219109,19
1605,1605,-121.264282,38.215504,16
1606,1606,-121.264519,38.209076,18
1607,1607,-121.26178,38.193363,17
1608,1608,-121.261101,38.161522,20
1609,1609,-121.262321,38.149654,15
1610,1610,-121.262604,38.149002,16
1611,1611,-120.012512,38.480381,2310
1612,1612,-120.018661,38.481396,2317
1613,1613,-120.031822,38.468044,2183
1614,1614,-120.037498,38.464256,2172
1615,1615,-120.047829,38.46059,2178
1616,1616,-120.064743,38.446701,2119
1617,1617,-120.070442,38.443592,2131
1618,1618,-120.080978,38.430298,2101
1619,1619,-120.085213,38.426994,2083
1620,1620,-120.094063,38.422901,2078
1621,1621,-120.116814,38.417347,2052
1622,1622,-120.134773,38.415794,2068
1623,1623,-120.153442,38.410324,2055
1624,1624,-120.166763,38.401543,2121
1625,1625,-120.18045,38.395267,2090
1626,1626,-120.194366,38.372715,1980
1627,1627,-120.207603,38.362095,1857
1628,1628,-120.21669,38.342403,1738
1629,1629,-120.248039,38.327915,1676
1630,1630,-120.260338,38.323269,1582
1631,1631,-120.268372,38.321014,1628
1632,1632,-120.273727,38.316994,1572
1633,1633,-120.275307,38.313057,1508
1634,1634,-120.273956,38.308506,1525
1635,1635,-120.28228,38.299137,1479
1636,1636,-120.307777,38.284088,1518
1637,1637,-120.322968,38.272488,1350
1638,1638,-120.332901,38.267204,1319
1639,1639,-120.340218,38.261753,1253
1640,1640,-120.354698,38.254292,1216
1641,1641,-120.364273,38.240303,1182
1642,1642,-120.369278,38.221615,1109
1643,1643,-120.369881,38.215183,1074
1644,1644,-120.369263,38.214279,1066
1645,1645,-120.36705,38.202877,1032
1646,1646,-120.366737,38.195549,1064
1647,1647,-120.369751,38.191349,983
1648,1648,-120.384529,38.184338,956
1649,1649,-120.395683,38.180847,966
1650,1650,-120.417557,38.170673,968
1651,1651,-120.429123,38.169926,876
1652,1652,-120.43306,38.167301,827
1653,1653,-120.438492,38.158913,893
1654,1654,-120.449059,38.14856,753
1655,1655,-120.453857,38.145687,695
1656,1656,-120.454514,38.140625,668
1657,1657,-120.59166,38.41647,950
1658,1658,-120.586983,38.41568,938
1659,1659,-120.569893,38.423691,879
1660,1660,-120.556839,38.424263,844
1661,1661,-120.551376,38.425781,844
1662,1662,-120.547523,38.424049,801
1663,1663,-120.547974,38.421055,679
1664,1664,-120.551857,38.417057,677
1665,1665,-120.537086,38.411484,861
1666,1666,-120.531067,38.406826,865
1667,1667,-120.522614,38.402664,857
1668,1668,-120.521439,38.385994,805
1669,1669,-120.517754,38.381508,858
1670,1670,-120.508186,38.375336,859
1671,1671,-120.506462,38.36919,845
1672,1672,-120.501793,38.361748,704
1673,1673,-120.511208,38.351421,813
1674,1674,-120.522049,38.32066,832
1675,1675,-120.51889,38.314781,821
1676,1676,-120.508049,38.312542,850
1677,1677,-120.502296,38.300312,786
1678,1678,-120.496857,38.29541,776
1679,1679,-120.49408,38.291584,799
1680,1680,-120.504333,38.280319,788
1681,1681,-120.502937,38.268436,692
1682,1682,-120.513702,38.262657,738
1683,1683,-120.516769,38.259827,809
1684,1684,-120.517517,38.257057,816
1685,1685,-120.514359,38.251179,817
1686,1686,-120.500641,38.242367,792
1687,1687,-120.489693,38.230499,714
1688,1688,-120.483788,38.228359,737
1689,1689,-120.476631,38.223728,692
1690,1690,-120.47081,38.22319,658
1691,1691,-120.466454,38.222843,661
1692,1692,-120.446854,38.205235,645
1693,1693,-120.443398,38.199131,751
1694,1694,-120.447159,38.192162,849
1695,1695,-120.446213,38.183475,799
1696,1696,-120.45031,38.177872,824
1697,1697,-120.465553,38.174961,753
1698,1698,-120.46946,38.171654,714
1699,1699,-120.47229,38.156681,613
1700,1700,-121.16275,38.136856,26
1701,1701,-121.150337,38.160168,32
1702,1702,-121.149887,38.162479,30
1703,1703,-121.141518,38.168697,33
1704,1704,-121.089432,38.192772,22
1705,1705,-121.058891,38.202183,41
1706,1706,-121.049622,38.202236,43
1707,1707,-121.030144,38.201218,55
1708,1708,-121.02195,38.20536,53
1709,1709,-121.002274,38.205948,63
1710,1710,-120.992577,38.209217,70
1711,1711,-120.983551,38.208569,70
1712,1712,-120.966553,38.193027,92
1713,1713,-120.956047,38.185772,115
1714,1714,-120.919411,38.183407,100
1715,1715,-120.892662,38.187622,133
1716,1716,-120.880699,38.185905,152
1717,1717,-120.873466,38.18634,160
1718,1718,-120.861107,38.194492,191
1719,1719,-120.855652,38.195339,201
1720,1720,-120.848007,38.193264,261
1721,1721,-120.840736,38.192554,254
1722,1722,-120.81971,38.201408,210
1723,1723,-121.221237,38.136395,20
1724,1724,-121.256104,38.13483,15
1725,1725,-122.269409,38.259968,10
1726,1726,-122.267906,38.254768,35
1727,1727,-122.26226,38.243782,42
1728,1728,-122.255508,38.233757,33
1729,1729,-122.253967,38.227867,21
1730,1730,-122.252602,38.210995,19
1731,1731,-122.252823,38.182392,18
1732,1732,-122.25621,38.144508,6
1733,1733,-122.255417,38.132065,5
1734,1734,-121.270287,38.131279,15
1735,1735,-122.255318,38.130417,3
1736,1736,-122.229057,38.128445,28
1737,1737,-122.218933,38.140083,51
1738,1738,-122.209953,38.160709,103
1739,1739,-122.207047,38.16547,134
1740,1740,-122.196503,38.172646,123
1741,1741,-122.194206,38.176868,177
1742,1742,-122.187714,38.185909,123
1743,1743,-122.183998,38.188652,96
1744,1744,-122.178062,38.191837,249
1745,1745,-122.165932,38.197128,123
1746,1746,-122.147049,38.21003,17
1747,1747,-122.229233,38.127579,37
1748,1748,-120.825974,38.186787,195
1749,1749,-120.835457,38.173218,203
1750,1750,-120.841087,38.163887,213
1751,1751,-120.853378,38.154137,161
1752,1752,-120.86747,38.134018,116
1753,1753,-120.873283,38.122387,120
1754,1754,-122.486107,38.135185,-1
1755,1755,-121.261322,38.119431,17
1756,1756,-122.294662,38.11927,2
1757,1757,-122.295631,38.119934,2
1758,1758,-122.303238,38.121002,-2
1759,1759,-122.333107,38.134243,-2
1760,1760,-122.394203,38.154686,-1
1761,1761,-122.404533,38.157238,0
1762,1762,-121.28199,38.118858,13
1763,1763,-121.282997,38.118847,13
1764,1764,-122.255051,38.126255,3
1765,1765,-122.254204,38.120834,1
1766,1766,-122.253754,38.117958,1
1767,1767,-121.397743,38.117599,1
1768,1768,-121.403587,38.127647,1
1769,1769,-121.39978,38.169952,4
1770,1770,-121.404892,38.188766,2
1771,1771,-121.410583,38.196251,1
1772,1772,-122.253311,38.117558,1
1773,1773,-121.596283,38.134727,-6
1774,1774,-121.588188,38.129963,-1
1775,1775,-121.565353,38.120659,-6
1776,1776,-121.555222,38.115734,-2
1777,1777,-121.494957,38.115498,-4
1778,1778,-121.484673,38.117912,-6
1779,1779,-122.234673,38.100533,14
1780,1780,-120.012688,38.220287,1754
1781,1781,-120.02433,38.206055,1740
1782,1782,-120.023567,38.201256,1808
1783,1783,-120.01413,38.204441,1755
1784,1784,-120.009331,38.200191,1694
1785,1785,-120.007118,38.195198,1699
1786,1786,-120.010727,38.190994,1671
1787,1787,-120.039467,38.177071,1687
1788,1788,-120.046547,38.172562,1653
1789,1789,-120.061943,38.158237,1694
1790,1790,-120.076782,38.152637,1685
1791,1791,-120.113419,38.126369,1641
1792,1792,-120.122429,38.104847,1553
1793,1793,-120.128036,38.10014,1619
1794,1794,-120.129189,38.09988,1603
1795,1795,-121.847733,38.08675,14
1796,1796,-121.851196,38.096027,37
1797,1797,-121.86853,38.128414,34
1798,1798,-121.870598,38.133842,27
1799,1799,-121.864304,38.144627,59
1800,1800,-121.866043,38.149147,28
1801,1801,-121.869057,38.151333,52
1802,1802,-121.887787,38.149494,23
1803,1803,-121.891182,38.152805,25
1804,1804,-121.88681,38.180721,12
1805,1805,-121.885536,38.21196,13
1806,1806,-120.67646,38.200115,326
1807,1807,-120.674797,38.195576,313
1808,1808,-120.663406,38.180756,369
1809,1809,-120.647362,38.17202,337
1810,1810,-120.634933,38.147137,371
1811,1811,-120.632912,38.134357,303
1812,1812,-120.620651,38.125748,423
1813,1813,-120.595718,38.112198,368
1814,1814,-120.582397,38.099026,478
1815,1815,-120.556267,38.084126,479
1816,1816,-122.229233,38.083538,37
1817,1817,-122.207703,38.082615,83
1818,1818,-122.228989,38.082069,62
1819,1819,-122.181068,38.068199,17
1820,1820,-122.191048,38.073566,1
1821,1821,-122.200157,38.079842,46
1822,1822,-120.448669,38.132755,685
1823,1823,-120.448959,38.126099,660
1824,1824,-120.457687,38.113499,606
1825,1825,-120.467102,38.10363,573
1826,1826,-120.479362,38.092541,555
1827,1827,-120.490623,38.092022,565
1828,1828,-120.501572,38.090824,522
1829,1829,-120.51152,38.08667,524
1830,1830,-120.534576,38.0714,452
1831,1831,-120.538193,38.067867,428
1832,1832,-120.548973,38.082714,474
1833,1833,-122.134193,38.05484,46
1834,1834,-122.133423,38.066891,18
1835,1835,-122.12928,38.075054,12
1836,1836,-122.124077,38.080288,20
1837,1837,-122.113724,38.086411,25
1838,1838,-122.110153,38.089752,17
1839,1839,-122.107872,38.099899,51
1840,1840,-122.107368,38.108627,27
1841,1841,-122.108147,38.137455,-1
1842,1842,-122.110229,38.151829,-1
1843,1843,-122.123619,38.175159,-3
1844,1844,-122.131332,38.186787,2
1845,1845,-122.134987,38.19857,8
1846,1846,-122.139412,38.055904,53
1847,1847,-122.152946,38.05286,18
1848,1848,-122.239052,38.045925,87
1849,1849,-122.23835,38.046757,87
1850,1850,-122.232063,38.052288,82
1851,1851,-122.22525,38.05875,0
1852,1852,-122.228798,38.080891,73
1853,1853,-122.248123,38.03558,42
1854,1854,-122.244522,38.039398,67
1855,1855,-122.251427,38.032082,49
1856,1856,-122.254517,38.028809,64
1857,1857,-122.020378,38.045052,6
1858,1858,-122.023697,38.048725,4
1859,1859,-122.032143,38.04932,3
1860,1860,-122.044189,38.047714,-1
1861,1861,-122.076393,38.039818,2
1862,1862,-122.086197,38.034851,2
1863,1863,-122.096428,38.027344,6
1864,1864,-122.100754,38.020748,4
1865,1865,-122.113731,38.029427,7
1866,1866,-122.131538,38.050716,46
1867,1867,-121.880699,38.020668,13
1868,1868,-121.899483,38.020721,14
1869,1869,-122.101662,38.018715,15
1870,1870,-122.264526,38.018177,60
1871,1871,-121.862297,38.015118,9
1872,1872,-121.861641,38.014874,9
1873,1873,-122.103981,38.013596,8
1874,1874,-122.201309,38.013439,166
1875,1875,-122.214729,38.008926,78
1876,1876,-122.222794,38.008148,53
1877,1877,-122.230553,38.011967,46
1878,1878,-122.254631,38.01284,18
1879,1879,-121.945801,38.017963,46
1880,1880,-121.954292,38.019249,44
1881,1881,-121.967972,38.024689,55
1882,1882,-121.978699,38.024513,118
1883,1883,-121.98645,38.023079,157
1884,1884,-122.001007,38.0191,129
1885,1885,-122.01976,38.012444,17
1886,1886,-122.034569,38.008022,32
1887,1887,-121.680031,38.144863,-3
1888,1888,-121.681557,38.131504,-4
1889,1889,-121.692978,38.113903,8
1890,1890,-121.698891,38.106121,0
1891,1891,-121.70697,38.086113,-5
1892,1892,-121.712547,38.08247,-1
1893,1893,-121.728317,38.079845,-1
1894,1894,-121.731087,38.077908,-4
1895,1895,-121.739304,38.050323,-5
1896,1896,-121.747528,38.033051,-5
1897,1897,-121.748383,38.007526,4
1898,1898,-122.043709,38.00536,11
1899,1899,-121.883034,38.001415,37
1900,1900,-121.815033,38.000648,19
1901,1901,-121.846916,38.008652,13
1902,1902,-121.85408,38.012054,14
1903,1903,-122.05983,37.998566,9
1904,1904,-122.068733,37.99667,7
1905,1905,-122.097153,38.015667,30
1906,1906,-122.076088,38.003437,29
1907,1907,-122.071716,37.998569,9
1908,1908,-122.105782,37.995258,51
1909,1909,-122.1035,38.001011,32
1910,1910,-122.103912,38.011806,15
1911,1911,-122.080437,37.993889,60
1912,1912,-122.100159,37.99382,45
1913,1913,-120.527733,38.053696,440
1914,1914,-120.520126,38.045181,479
1915,1915,-120.507271,38.042309,499
1916,1916,-120.504143,38.036884,479
1917,1917,-120.50338,38.032547,528
1918,1918,-120.504402,38.029541,444
1919,1919,-120.511177,38.025928,445
1920,1920,-120.508682,38.021637,491
1921,1921,-120.498787,38.013638,325
1922,1922,-120.485283,38.001835,450
1923,1923,-120.484093,38.00095,450
1924,1924,-120.47924,37.996033,463
1925,1925,-120.473671,37.99411,511
1926,1926,-120.468529,37.995621,450
1927,1927,-120.458458,37.996567,481
1928,1928,-120.45314,37.993946,483
1929,1929,-120.443588,37.993732,499
1930,1930,-120.42234,38.010548,584
1931,1931,-120.409279,38.016148,635
1932,1932,-120.395737,38.017406,647
1933,1933,-120.388779,38.010014,616
1934,1934,-120.386177,38.003201,617
1935,1935,-120.389603,37.995094,594
1936,1936,-122.03376,37.994526,17
1937,1937,-122.033829,37.993591,17
1938,1938,-121.799591,38.002396,8
1939,1939,-121.788132,37.993393,35
1940,1940,-122.112961,37.994469,58
1941,1941,-122.121651,37.991932,66
1942,1942,-121.169952,38.119434,23
1943,1943,-121.187752,38.066822,19
1944,1944,-121.186089,38.035004,20
1945,1945,-121.225151,38.002354,12
1946,1946,-121.247658,37.990631,12
1947,1947,-121.252853,38.006748,9
1948,1948,-121.256577,38.01519,11
1949,1949,-122.129242,37.989689,37
1950,1950,-122.135597,37.989933,100
1951,1951,-122.15033,37.993481,187
1952,1952,-122.161591,37.997158,132
1953,1953,-122.170624,38.007103,122
1954,1954,-122.18438,38.013657,179
1955,1955,-121.751373,37.999821,18
1956,1956,-121.753998,37.995152,24
1957,1957,-121.756943,37.9907,50
1958,1958,-121.759163,37.989021,47
1959,1959,-121.770699,37.987919,74
1960,1960,-120.384651,37.987377,567
1961,1961,-120.301033,37.987183,828
1962,1962,-120.29142,37.992928,940
1963,1963,-120.254784,38.02232,993
1964,1964,-120.244057,38.033001,1115
1965,1965,-120.222183,38.042557,1193
1966,1966,-120.208054,38.055443,1374
1967,1967,-120.199059,38.068844,1243
1968,1968,-120.186478,38.076797,1349
1969,1969,-120.155243,38.091454,1423
1970,1970,-120.142509,38.095894,1559
1971,1971,-120.133057,38.098236,1633
1972,1972,-120.382797,37.984489,551
1973,1973,-120.38221,37.984055,551
1974,1974,-120.566673,38.077435,444
1975,1975,-120.617264,38.069897,380
1976,1976,-120.620453,38.063393,432
1977,1977,-120.622124,38.055557,455
1978,1978,-120.626617,38.052685,437
1979,1979,-120.642319,38.048134,472
1980,1980,-120.64299,38.043758,562
1981,1981,-120.633774,38.01902,467
1982,1982,-120.633492,38.012836,484
1983,1983,-120.635536,38.006821,416
1984,1984,-120.643227,37.997902,482
1985,1985,-120.639542,37.986767,382
1986,1986,-120.636513,37.983158,378
1987,1987,-121.339012,37.981636,4
1988,1988,-121.371841,38.068764,2
1989,1989,-121.387756,38.104115,4
1990,1990,-121.337646,37.981098,-1
1991,1991,-120.376831,37.980053,606
1992,1992,-120.356453,37.983307,698
1993,1993,-120.311951,37.983482,810
1994,1994,-120.305717,37.986614,806
1995,1995,-122.270699,38.010818,22
1996,1996,-122.278091,38.004555,43
1997,1997,-122.298607,37.999825,97
1998,1998,-122.304466,37.996605,62
1999,1999,-122.311218,37.989445,73
2000,2000,-122.317017,37.972748,60
2001,2001,-120.899223,38.120029,90
2002,2002,-120.906921,38.111553,74
2003,2003,-120.91507,38.106499,67
2004,2004,-120.936546,38.101746,68
2005,2005,-120.943092,38.099487,61
2006,2006,-120.953438,38.092075,77
2007,2007,-120.971252,38.083527,52
2008,2008,-121.006866,38.06068,41
2009,2009,-121.014229,38.051746,38
2010,2010,-121.023857,38.047558,38
2011,2011,-121.029404,38.042576,34
2012,2012,-121.038254,38.040249,36
2013,2013,-121.045959,38.032677,35
2014,2014,-121.049332,38.030743,32
2015,2015,-121.197571,37.989235,14
2016,2016,-121.20649,37.982994,16
2017,2017,-121.235001,37.975441,8
2018,2018,-121.238823,37.971836,7
2019,2019,-121.242439,37.970741,11
2020,2020,-122.317574,37.970482,69
2021,2021,-121.244034,37.970261,13
2022,2022,-122.318039,37.965485,30
2023,2023,-122.318123,37.96487,30
2024,2024,-122.049248,37.963654,11
2025,2025,-122.055138,37.969234,8
2026,2026,-122.064789,37.980076,7
2027,2027,-122.066231,37.984596,7
2028,2028,-122.067093,37.993942,6
2029,2029,-122.034691,37.981224,21
2030,2030,-122.037064,37.972435,14
2031,2031,-122.043167,37.963284,10
2032,2032,-122.046227,37.961109,11
2033,2033,-122.318611,37.960697,62
2034,2034,-121.889214,37.98481,143
2035,2035,-121.891144,37.983135,140
2036,2036,-121.906387,37.97617,136
2037,2037,-121.911339,37.971638,187
2038,2038,-121.915024,37.965096,340
2039,2039,-121.917526,37.963631,315
2040,2040,-121.921242,37.962582,278
2041,2041,-121.932716,37.960552,209
2042,2042,-121.940536,37.960045,148
2043,2043,-121.281387,37.958961,5
2044,2044,-122.319107,37.956509,140
2045,2045,-121.233421,37.955936,9
2046,2046,-122.498703,37.9552,0
2047,2047,-121.233223,37.955154,9
2048,2048,-122.324867,37.954773,93
2049,2049,-122.326286,37.954861,77
2050,2050,-122.498177,37.954647,0
2051,2051,-122.319366,37.954422,133
2052,2052,-120.876991,38.115402,127
2053,2053,-120.875641,38.111313,96
2054,2054,-120.866898,38.09827,106
2055,2055,-120.868469,38.088821,85
2056,2056,-120.863129,38.074074,139
2057,2057,-120.866112,38.0639,113
2058,2058,-120.864479,38.060047,104
2059,2059,-120.855827,38.054565,128
2060,2060,-120.85231,38.047562,141
2061,2061,-120.850166,38.039368,130
2062,2062,-120.849854,38.032497,115
2063,2063,-120.850723,38.014359,78
2064,2064,-120.837334,37.988605,103
2065,2065,-120.83886,37.972054,67
2066,2066,-120.838631,37.949131,80
2067,2067,-121.259499,37.946701,5
2068,2068,-121.25843,37.946236,5
2069,2069,-122.493912,37.949997,3
2070,2070,-122.479378,37.944645,0
2071,2071,-122.476677,37.944458,0
2072,2072,-121.22998,37.942188,9
2073,2073,-120.652443,37.978165,314
2074,2074,-120.669403,37.963257,270
2075,2075,-120.689369,37.957668,276
2076,2076,-120.698227,37.949398,365
2077,2077,-120.73584,37.938046,216
2078,2078,-120.755096,37.942322,158
2079,2079,-120.809967,37.941921,77
2080,2080,-120.814781,37.945911,82
2081,2081,-120.817543,37.949043,81
2082,2082,-122.410622,37.93845,1
2083,2083,-122.40696,37.937634,36
2084,2084,-121.307617,37.937111,3
2085,2085,-121.308693,37.936623,1
2086,2086,-122.396927,37.936363,16
2087,2087,-120.996277,37.934021,30
2088,2088,-120.98793,37.93605,36
2089,2089,-120.97226,37.934685,33
2090,2090,-120.94136,37.934914,48
2091,2091,-120.938828,37.948055,45
2092,2092,-121.227592,37.932709,11
2093,2093,-121.037987,37.932026,25
2094,2094,-121.0448,37.935261,28
2095,2095,-121.094566,37.936722,21
2096,2096,-121.108047,37.940434,24
2097,2097,-121.153816,37.942913,16
2098,2098,-121.160713,37.953247,18
2099,2099,-121.177727,37.952713,11
2100,2100,-121.181183,37.957878,11
2101,2101,-122.327209,37.945007,33
2102,2102,-122.323837,37.930496,18
2103,2103,-122.316071,37.91206,10
2104,2104,-122.384628,37.934799,4
2105,2105,-122.35273,37.928829,7
2106,2106,-122.334084,37.921864,9
2107,2107,-121.280121,37.902199,5
2108,2108,-121.280121,37.901089,0
2109,2109,-122.072243,37.895912,63
2110,2110,-122.06974,37.90625,60
2111,2111,-122.068932,37.923298,29
2112,2112,-122.059883,37.93919,20
2113,2113,-120.397636,37.98687,622
2114,2114,-120.396759,37.972908,552
2115,2115,-120.399246,37.970322,595
2116,2116,-120.41275,37.96838,479
2117,2117,-120.416412,37.966225,462
2118,2118,-120.428268,37.952858,446
2119,2119,-120.441582,37.939907,414
2120,2120,-120.44838,37.929878,442
2121,2121,-120.452393,37.92244,422
2122,2122,-120.470917,37.910046,410
2123,2123,-120.487297,37.894947,445
2124,2124,-120.488426,37.894463,447
2125,2125,-122.058777,37.893761,45
2126,2126,-122.058281,37.893562,50
2127,2127,-120.495247,37.891766,360
2128,2128,-120.631859,37.976658,307
2129,2129,-120.618782,37.968525,276
2130,2130,-120.612053,37.960224,247
2131,2131,-120.603973,37.947601,298
2132,2132,-120.599678,37.935562,244
2133,2133,-120.591164,37.92593,238
2134,2134,-120.587578,37.916855,201
2135,2135,-120.578194,37.906788,244
2136,2136,-120.570236,37.903557,245
2137,2137,-120.56321,37.901222,238
2138,2138,-120.552948,37.897594,272
2139,2139,-120.542297,37.891914,314
2140,2140,-120.530762,37.891987,355
2141,2141,-120.517967,37.89003,348
2142,2142,-121.640213,37.889389,12
2143,2143,-121.484962,37.891541,-5
2144,2144,-121.482246,37.89484,-2
2145,2145,-121.473412,37.896748,-5
2146,2146,-121.463882,37.901886,-2
2147,2147,-121.455566,37.908356,-1
2148,2148,-121.439667,37.918526,-2
2149,2149,-121.431183,37.926838,-2
2150,2150,-121.344276,37.927879,-3
2151,2151,-121.335747,37.93045,-3
2152,2152,-121.322166,37.930435,0
2153,2153,-121.642342,37.911331,7
2154,2154,-121.672119,37.911655,17
2155,2155,-121.697319,37.93737,24
2156,2156,-121.69632,37.979149,13
2157,2157,-121.697937,37.987118,8
2158,2158,-121.705017,37.989391,10
2159,2159,-121.708527,37.998772,3
2160,2160,-121.734154,37.997753,9
2161,2161,-121.735527,38.006416,5
2162,2162,-122.134666,37.884342,180
2163,2163,-122.126427,37.887928,94
2164,2164,-122.118713,37.892494,91
2165,2165,-122.107498,37.896797,110
2166,2166,-122.079079,37.896999,85
2167,2167,-122.145897,37.883526,168
2168,2168,-122.143997,37.88327,141
2169,2169,-122.137321,37.883183,138
2170,2170,-122.183746,37.873001,209
2171,2171,-122.175751,37.881485,226
2172,2172,-122.170273,37.888226,271
2173,2173,-122.156036,37.884888,186
2174,2174,-122.182983,37.871391,208
2175,2175,-122.079514,37.869732,130
2176,2176,-122.076523,37.87141,90
2177,2177,-122.071777,37.873512,102
2178,2178,-122.063927,37.883137,114
2179,2179,-122.085213,37.866524,211
2180,2180,-122.177597,37.860012,260
2181,2181,-122.173683,37.859257,297
2182,2182,-122.170219,37.858585,270
2183,2183,-122.166939,37.85738,302
2184,2184,-122.09465,37.857323,170
2185,2185,-122.087852,37.86504,165
2186,2186,-122.095177,37.856724,170
2187,2187,-122.160812,37.854946,274
2188,2188,-122.203712,37.867348,259
2189,2189,-122.209152,37.862045,276
2190,2190,-122.209251,37.854084,441
2191,2191,-122.21051,37.853767,402
2192,2192,-122.155647,37.852886,250
2193,2193,-122.102837,37.84893,215
2194,2194,-122.228844,37.848789,148
2195,2195,-122.226227,37.851074,246
2196,2196,-122.217484,37.852013,258
2197,2197,-122.103271,37.848522,215
2198,2198,-122.23082,37.846741,135
2199,2199,-122.149948,37.846687,203
2200,2200,-122.148087,37.844666,169
2201,2201,-122.143478,37.840244,158
2202,2202,-120.511429,37.839069,316
2203,2203,-120.511658,37.857632,323
2204,2204,-120.514267,37.864674,312
2205,2205,-120.510902,37.873474,333
2206,2206,-120.504898,37.881424,340
2207,2207,-122.141747,37.838593,156
2208,2208,-122.136017,37.836956,149
2209,2209,-122.12896,37.834942,148
2210,2210,-122.120773,37.834023,225
2211,2211,-122.109627,37.842457,188
2212,2212,-122.305832,37.889023,16
2213,2213,-122.292999,37.850231,7
2214,2214,-122.281281,37.829762,13
2215,2215,-122.279381,37.826134,8
2216,2216,-122.316254,37.824413,1
2217,2217,-122.312531,37.825901,0
2218,2218,-122.29599,37.828922,1
2219,2219,-122.260551,37.821404,22
2220,2220,-122.25779,37.829727,29
2221,2221,-122.25499,37.834023,35
2222,2222,-122.241852,37.839367,74
2223,2223,-122.233032,37.844463,152
2224,2224,-122.278618,37.826008,12
2225,2225,-122.325272,37.820736,0
2226,2226,-120.313881,37.819054,273
2227,2227,-120.36451,37.836838,361
2228,2228,-120.387703,37.846352,347
2229,2229,-120.40004,37.851772,359
2230,2230,-120.411873,37.851933,370
2231,2231,-120.421577,37.856274,395
2232,2232,-120.438843,37.875324,379
2233,2233,-120.444153,37.87817,368
2234,2234,-120.457199,37.879673,361
2235,2235,-120.467087,37.881481,397
2236,2236,-120.477379,37.885803,384
2237,2237,-120.308899,37.824219,380
2238,2238,-120.299728,37.825592,585
2239,2239,-120.291222,37.829235,721
2240,2240,-120.280273,37.829269,842
2241,2241,-120.2724,37.82029,827
2242,2242,-120.268898,37.819225,827
2243,2243,-120.263748,37.820271,841
2244,2244,-120.256409,37.824112,871
2245,2245,-120.247047,37.828007,926
2246,2246,-120.237938,37.830975,980
2247,2247,-120.221764,37.837547,898
2248,2248,-120.208107,37.835346,901
2249,2249,-120.197563,37.83078,936
2250,2250,-120.183769,37.832249,923
2251,2251,-120.155746,37.823727,921
2252,2252,-120.136917,37.82164,904
2253,2253,-120.122223,37.814411,934
2254,2254,-120.114967,37.813202,924
2255,2255,-120.103638,37.818501,981
2256,2256,-120.092934,37.817371,1016
2257,2257,-120.082932,37.819889,977
2258,2258,-120.078568,37.81884,964
2259,2259,-120.069412,37.813087,968
2260,2260,-120.060226,37.821774,1004
2261,2261,-120.046204,37.824608,936
2262,2262,-120.030563,37.822891,915
2263,2263,-119.999786,37.824944,943
2264,2264,-120.66777,37.811447,85
2265,2265,-120.659332,37.818165,86
2266,2266,-120.645691,37.822662,136
2267,2267,-120.61364,37.847603,222
2268,2268,-120.600807,37.850925,282
2269,2269,-120.563591,37.851002,316
2270,2270,-120.545609,37.848949,302
2271,2271,-120.532227,37.84655,307
2272,2272,-122.26683,37.808147,19
2273,2273,-122.260979,37.820126,15
2274,2274,-122.272507,37.81303,14
2275,2275,-120.993889,37.801353,38
2276,2276,-120.993477,37.803799,38
2277,2277,-120.997017,37.927296,32
2278,2278,-122.472481,37.809498,0
2279,2279,-122.468971,37.802116,49
2280,2280,-122.464561,37.799664,73
2281,2281,-120.998596,37.802498,36
