nodeid,longitude,latitude,elevation
12041,-121.282967,36.425617,99
12042,-121.306023,36.427616,81
12043,-121.016052,36.378494,537
12044,-121.018288,36.372002,554
12045,-121.019379,36.359573,493
12046,-121.026222,36.343296,429
12047,-121.031013,36.325478,366
12048,-121.03553,36.319599,346
12049,-121.056847,36.298744,356
12050,-121.072441,36.276459,260
12051,-121.088058,36.266335,180
12052,-121.095978,36.255074,157
12053,-121.11113,36.224529,110
12054,-121.119858,36.215801,105
12055,-121.125793,36.215267,103
12056,-119.636009,36.310051,75
12057,-119.636993,36.223763,67
12058,-119.63607,36.213249,67
12059,-119.131416,36.302292,127
12060,-119.135239,36.29673,124
12061,-119.135788,36.295807,124
12062,-119.13443,36.218746,107
12063,-119.130653,36.214443,109
12064,-119.122452,36.213875,111
12065,-119.109253,36.211723,113
12066,-121.120201,36.211189,103
12067,-119.317337,36.210964,89
12068,-119.316589,36.227119,97
12069,-119.315483,36.251141,96
12070,-119.106049,36.210938,115
12071,-119.322182,36.210876,91
12072,-119.328957,36.210724,90
12073,-121.125099,36.209953,101
12074,-119.105881,36.20591,116
12075,-119.092781,36.210094,117
12076,-119.087471,36.20739,120
12077,-119.084213,36.203506,122
12078,-119.081612,36.198486,122
12079,-119.080917,36.197323,124
12080,-119.328453,36.196228,87
12081,-119.809334,36.267624,63
12082,-119.810463,36.259117,63
12083,-119.815514,36.249607,62
12084,-119.815086,36.195896,61
12085,-121.140182,36.195377,98
12086,-121.135742,36.196899,89
12087,-121.146202,36.197025,97
12088,-121.170113,36.234146,84
12089,-121.179901,36.276527,75
12090,-121.188477,36.289566,76
12091,-121.197891,36.296616,89
12092,-121.2174,36.301956,78
12093,-121.226761,36.308083,81
12094,-119.328651,36.195251,85
12095,-119.815071,36.194313,61
12096,-119.813004,36.191376,59
12097,-119.707199,36.193726,63
12098,-119.705017,36.213963,63
12099,-119.698196,36.212723,64
12100,-119.674789,36.213402,63
12101,-117.222557,36.485798,735
12102,-117.220337,36.482105,767
12103,-117.216721,36.478165,797
12104,-117.213913,36.476299,823
12105,-117.207397,36.474625,910
12106,-117.205429,36.473228,980
12107,-117.203667,36.458981,1037
12108,-117.202309,36.455986,1061
12109,-117.196136,36.450867,1149
12110,-117.192513,36.446926,1191
12111,-117.189697,36.439518,1202
12112,-117.189087,36.433056,1274
12113,-117.180023,36.410568,1386
12114,-117.160782,36.395863,1464
12115,-117.139282,36.370823,1500
12116,-117.136177,36.363705,1522
12117,-117.133636,36.354069,1533
12118,-117.133347,36.345356,1559
12119,-117.134773,36.339394,1576
12120,-117.146652,36.332531,1629
12121,-117.152023,36.325199,1630
12122,-117.155983,36.317638,1656
12123,-117.15062,36.308228,1574
12124,-117.173233,36.29863,1504
12125,-117.182838,36.290154,1440
12126,-117.185661,36.288322,1416
12127,-117.187637,36.276398,1348
12128,-117.194702,36.271595,1326
12129,-117.218987,36.26474,1251
12130,-117.22831,36.256954,1076
12131,-117.270073,36.217308,661
12132,-117.281914,36.204693,586
12133,-117.288101,36.196442,529
12134,-117.294296,36.184517,460
12135,-117.29879,36.171448,409
12136,-117.317436,36.186592,441
12137,-117.327049,36.192783,465
12138,-117.331573,36.196686,480
12139,-117.357407,36.263893,501
12140,-117.370171,36.282928,483
12141,-117.396797,36.30769,476
12142,-119.08297,36.169086,123
12143,-119.078323,36.187218,121
12144,-119.080231,36.19614,124
12145,-119.10553,36.203114,115
12146,-119.102562,36.197189,117
12147,-120.368309,36.151802,210
12148,-120.372238,36.160702,219
12149,-120.376343,36.164268,221
12150,-120.389198,36.168079,225
12151,-120.393578,36.199406,259
12152,-120.420097,36.205616,299
12153,-120.433899,36.21146,334
12154,-120.454514,36.224926,390
12155,-120.459679,36.226856,377
12156,-120.471718,36.224251,436
12157,-120.484154,36.224388,476
12158,-120.491783,36.217762,374
12159,-120.504311,36.219959,401
12160,-120.508553,36.220074,413
12161,-120.515518,36.224483,462
12162,-120.523613,36.222202,438
12163,-120.537361,36.226662,430
12164,-120.550667,36.227451,487
12165,-120.557297,36.230259,538
12166,-120.569153,36.229942,506
12167,-120.584534,36.245819,610
12168,-120.59491,36.250591,706
12169,-120.606056,36.253502,669
12170,-120.610909,36.261177,662
12171,-120.623093,36.268185,620
12172,-120.631821,36.280342,695
12173,-120.650169,36.286034,773
12174,-120.664833,36.291603,786
12175,-120.69973,36.300503,851
12176,-120.708771,36.306675,871
12177,-120.717079,36.32159,895
12178,-120.746201,36.333622,896
12179,-120.761223,36.346512,832
12180,-120.768173,36.350212,814
12181,-120.776123,36.350681,762
12182,-120.362892,36.145725,208
12183,-118.806129,36.141083,328
12184,-118.805817,36.154591,424
12185,-118.802727,36.181923,457
12186,-118.808487,36.20158,486
12187,-118.813843,36.214588,541
12188,-118.819893,36.220253,587
12189,-118.833923,36.229027,647
12190,-118.84697,36.232075,714
12191,-118.885139,36.234116,522
12192,-118.888863,36.236366,499
12193,-118.906113,36.26321,412
12194,-118.92189,36.274017,382
12195,-118.934029,36.273396,322
12196,-118.947197,36.281025,319
12197,-118.956512,36.280441,263
12198,-118.998703,36.271381,206
12199,-119.032898,36.272057,213
12200,-119.04158,36.280647,221
12201,-119.056396,36.285717,204
12202,-119.065353,36.293392,156
12203,-120.161346,36.140175,144
12204,-120.186661,36.172119,143
12205,-120.201714,36.189201,141
12206,-120.226334,36.227161,134
12207,-120.348183,36.139935,201
12208,-120.102768,36.139519,112
12209,-120.0,36.139702,79
12210,-120.102203,36.193359,110
12211,-120.103218,36.205723,110
12212,-120.10257,36.211018,106
12213,-120.346718,36.139359,201
12214,-120.347427,36.189552,236
12215,-120.342216,36.193356,243
12216,-120.314667,36.210556,308
12217,-120.311943,36.220264,305
12218,-120.315903,36.241737,282
12219,-120.314568,36.250717,296
12220,-120.273903,36.251488,201
12221,-120.264793,36.256756,172
12222,-120.332176,36.140137,195
12223,-120.224068,36.139332,198
12224,-120.144768,36.139141,137
12225,-118.800789,36.142952,342
12226,-118.783501,36.13903,549
12227,-118.77787,36.139553,594
12228,-118.760338,36.151459,604
12229,-118.710121,36.165802,921
12230,-118.701927,36.165207,910
12231,-119.917931,36.139847,67
12232,-119.887993,36.138874,64
12233,-119.884323,36.138725,60
12234,-119.872871,36.150669,60
12235,-119.861343,36.159859,60
12236,-119.855537,36.163651,60
12237,-119.841133,36.180241,61
12238,-119.830727,36.189636,61
12239,-120.365784,36.135593,207
12240,-120.361763,36.138767,205
12241,-119.060791,36.127224,124
12242,-119.051727,36.107414,126
12243,-119.057159,36.116638,127
12244,-119.050987,36.106167,128
12245,-120.481483,36.093185,404
12246,-120.475288,36.100235,445
12247,-120.470863,36.102413,447
12248,-120.441322,36.104324,451
12249,-120.429413,36.10257,395
12250,-120.412376,36.107132,269
12251,-120.403229,36.110809,289
12252,-120.388031,36.118767,280
12253,-119.573067,36.092838,62
12254,-119.573486,36.103661,63
12255,-119.572128,36.088009,61
12256,-120.486328,36.087784,417
12257,-120.498199,36.095047,491
12258,-120.523247,36.100578,488
12259,-120.539909,36.107483,491
12260,-120.561256,36.118618,522
12261,-120.586433,36.126434,548
12262,-120.648743,36.170406,790
12263,-120.659073,36.174026,758
12264,-120.679749,36.175518,726
12265,-120.692703,36.180897,708
12266,-120.711746,36.19643,680
12267,-120.724998,36.202259,681
12268,-120.731216,36.202541,667
12269,-120.742981,36.200142,667
12270,-120.752563,36.193443,745
12271,-120.763451,36.196808,823
12272,-120.770187,36.195927,786
12273,-120.778763,36.197979,797
12274,-120.790543,36.202461,689
12275,-120.795067,36.202789,685
12276,-120.801224,36.195042,574
12277,-120.819191,36.192917,430
12278,-120.824127,36.195755,437
12279,-120.833481,36.202599,421
12280,-120.852722,36.209385,395
12281,-120.87532,36.221348,332
12282,-120.913521,36.25832,320
12283,-120.939163,36.274315,317
12284,-120.941399,36.279755,268
12285,-120.928017,36.301502,291
12286,-120.929047,36.311337,316
12287,-120.939743,36.327774,474
12288,-120.967552,36.359077,437
12289,-120.978706,36.367229,444
12290,-120.998283,36.379726,449
12291,-119.028084,36.083199,136
12292,-120.100632,36.083176,157
12293,-120.10231,36.112816,123
12294,-120.149567,36.131916,137
12295,-120.116814,36.100544,150
12296,-118.816963,36.133808,350
12297,-118.823883,36.127529,316
12298,-118.827393,36.120144,319
12299,-118.826027,36.109146,300
12300,-118.826538,36.106163,367
12301,-118.834084,36.102631,262
12302,-118.843964,36.102962,269
12303,-118.85527,36.104885,246
12304,-118.859489,36.104145,234
12305,-118.887863,36.086349,228
12306,-118.892113,36.081684,221
12307,-117.956093,36.071976,1051
12308,-117.960182,36.085716,1061
12309,-117.964523,36.096935,1098
12310,-117.97863,36.153515,1244
12311,-117.979317,36.166126,1230
12312,-117.979057,36.196178,1212
12313,-117.979736,36.234253,1151
12314,-117.982384,36.24456,1143
12315,-117.988724,36.257141,1132
12316,-118.893372,36.080311,225
12317,-118.895828,36.069298,279
12318,-119.036484,36.076672,136
12319,-119.043907,36.068878,135
12320,-119.04393,36.067532,133
12321,-119.017578,36.07325,142
12322,-119.014847,36.064964,142
12323,-119.014664,36.064411,142
12324,-119.519203,36.052498,61
12325,-119.530701,36.069496,64
12326,-119.535362,36.083866,63
12327,-119.538986,36.092293,62
12328,-119.539047,36.094357,63
12329,-119.54641,36.104546,64
12330,-119.556824,36.112843,63
12331,-119.565697,36.117725,62
12332,-119.598633,36.161396,63
12333,-119.59948,36.207264,67
12334,-119.601929,36.213417,68
12335,-118.896713,36.065361,423
12336,-118.915291,36.051811,306
12337,-119.01281,36.051418,143
12338,-119.04425,36.050671,136
12339,-119.301308,36.050461,84
12340,-119.303337,36.06332,85
12341,-119.309334,36.086628,81
12342,-119.308884,36.090763,83
12343,-119.311188,36.092789,83
12344,-119.329659,36.170261,84
12345,-119.330162,36.178513,84
12346,-119.328209,36.189556,88
12347,-119.115044,36.050186,120
12348,-119.066872,36.050884,132
12349,-119.05249,36.0504,133
12350,-119.129662,36.049053,118
12351,-119.14151,36.049564,115
12352,-119.149109,36.049221,114
12353,-118.940483,36.04414,170
12354,-118.956833,36.044613,163
12355,-118.981789,36.051846,152
12356,-117.299629,36.168003,396
12357,-117.295372,36.149883,362
12358,-117.291389,36.127174,344
12359,-117.289383,36.100563,338
12360,-117.281433,36.066158,356
12361,-117.280273,36.04092,383
12362,-117.278297,36.039547,378
12363,-120.0,36.023499,130
12364,-120.000977,36.024231,130
12365,-120.024673,36.040451,133
12366,-120.068672,36.064701,146
12367,-120.085587,36.07235,153
12368,-121.25428,36.003487,339
12369,-121.246307,36.007416,314
12370,-121.24205,36.006866,313
12371,-121.237396,36.004261,323
12372,-121.259727,36.310913,95
12373,-121.293854,36.292583,121
12374,-121.301613,36.284069,125
12375,-121.323174,36.279915,115
12376,-121.330322,36.281509,261
12377,-121.332527,36.280518,231
12378,-121.339211,36.273186,303
12379,-121.350182,36.277409,434
12380,-121.354683,36.277031,378
12381,-121.363899,36.269379,252
12382,-121.371223,36.268902,273
12383,-121.390488,36.274914,348
12384,-121.403557,36.276081,338
12385,-121.425613,36.260185,236
12386,-121.434113,36.260586,332
12387,-121.437408,36.248302,325
12388,-121.448196,36.244034,463
12389,-121.452797,36.240204,321
12390,-121.453506,36.237652,309
12391,-121.461304,36.235321,364
12392,-121.471527,36.241631,507
12393,-121.48317,36.242378,418
12394,-121.48513,36.242081,492
12395,-121.488701,36.235069,326
12396,-121.491219,36.224194,427
12397,-121.500557,36.219284,308
12398,-121.495003,36.215794,527
12399,-121.493332,36.205982,571
12400,-121.494202,36.196083,647
12401,-121.498833,36.167221,861
12402,-121.49247,36.154125,764
12403,-121.499199,36.148159,884
12404,-121.485802,36.140583,763
12405,-121.473633,36.129524,654
12406,-121.471626,36.124084,663
12407,-121.448677,36.112011,674
12408,-121.437927,36.111462,626
12409,-121.433571,36.104034,551
12410,-121.406563,36.089569,482
12411,-121.383217,36.080486,490
12412,-121.372063,36.077415,479
12413,-121.350151,36.079292,458
12414,-121.32058,36.069489,410
12415,-121.30484,36.048889,381
12416,-121.288353,36.024639,403
12417,-121.276413,36.011715,363
12418,-121.268829,36.006916,347
12419,-120.10376,36.075836,175
12420,-120.106216,36.06591,234
12421,-120.104042,36.052883,277
12422,-120.111603,36.043991,331
12423,-120.116127,36.021626,304
12424,-120.123039,36.010681,278
12425,-120.132294,36.002697,246
12426,-120.340393,36.119736,201
12427,-120.323143,36.11879,193
12428,-120.31739,36.115948,193
12429,-120.311783,36.109661,201
12430,-120.308762,36.104687,204
12431,-120.263588,36.103497,185
12432,-120.259567,36.101761,183
12433,-120.144997,36.010403,247
12434,-120.141823,36.00795,246
12435,-120.133827,36.005379,248
12436,-116.411842,36.29924,624
12437,-116.429947,36.267956,634
12438,-116.426659,36.257378,636
12439,-116.421959,36.246563,641
12440,-116.415558,36.236187,643
12441,-116.4058,36.22327,648
12442,-116.393494,36.212624,638
12443,-116.380524,36.209995,614
12444,-116.37606,36.204681,610
12445,-116.36599,36.195427,609
12446,-116.360382,36.191708,611
12447,-116.343727,36.191341,603
12448,-116.332474,36.189411,609
12449,-116.325188,36.183617,607
12450,-116.316803,36.150513,575
12451,-116.301857,36.123547,562
12452,-116.297012,36.103085,553
12453,-116.287903,36.085804,568
12454,-116.287666,36.081902,570
12455,-116.293663,36.075073,545
12456,-116.2957,36.069359,543
12457,-116.289513,36.017231,538
12458,-116.286186,36.012383,535
12459,-116.278107,36.004284,507
12460,-116.273987,35.995762,499
12461,-121.915527,36.530499,14
12462,-121.933357,36.51582,35
12463,-121.93499,36.509789,81
12464,-121.934097,36.495129,112
12465,-121.936272,36.488842,79
12466,-121.932747,36.477497,88
12467,-121.920998,36.461414,106
12468,-121.92144,36.449917,245
12469,-121.907349,36.427715,291
12470,-121.908112,36.416897,82
12471,-121.895714,36.389584,363
12472,-121.895149,36.385017,212
12473,-121.898552,36.375698,102
12474,-121.898827,36.361454,166
12475,-121.897141,36.356926,304
12476,-121.890068,36.347549,252
12477,-121.884216,36.334915,101
12478,-121.885918,36.330257,23
12479,-121.889267,36.324848,130
12480,-121.888397,36.319599,215
12481,-121.886093,36.314175,96
12482,-121.877312,36.304634,115
12483,-121.860046,36.294952,54
12484,-121.851067,36.291611,72
12485,-121.838799,36.289776,145
12486,-121.822342,36.279369,180
12487,-121.810867,36.276577,200
12488,-121.800072,36.271008,217
12489,-121.793579,36.266426,253
12490,-121.7892,36.259243,96
12491,-121.78862,36.254215,76
12492,-121.786942,36.249683,145
12493,-121.774887,36.241859,82
12494,-121.755463,36.223522,332
12495,-121.743347,36.214779,345
12496,-121.716232,36.200153,400
12497,-121.708847,36.194679,257
12498,-121.697098,36.181789,351
12499,-121.6819,36.172928,406
12500,-121.661087,36.15485,152
12501,-121.643608,36.135273,304
12502,-121.634354,36.126415,182
12503,-121.624977,36.110451,227
12504,-121.607964,36.078686,125
12505,-121.601303,36.075474,161
12506,-121.591339,36.068943,320
12507,-121.587311,36.052322,152
12508,-121.566818,36.028709,286
12509,-121.559372,36.026676,283
12510,-121.546356,36.025982,258
12511,-121.53772,36.02615,366
12512,-121.508011,36.01033,289
12513,-121.493263,35.993168,142
12514,-119.475449,35.991795,63
12515,-119.889214,36.133575,62
12516,-119.93187,36.070251,60
12517,-119.941528,36.056278,60
12518,-119.957481,36.037117,60
12519,-119.959244,36.031113,60
12520,-119.957489,35.985806,103
12521,-119.984772,36.012192,123
12522,-118.39241,36.349735,2288
12523,-118.374718,36.357914,2471
12524,-118.366043,36.363724,2506
12525,-118.363533,36.366272,2521
12526,-118.350327,36.372574,2640
12527,-118.344131,36.374454,2569
12528,-118.320343,36.372585,2684
12529,-118.311829,36.370819,2716
12530,-118.300407,36.363113,2794
12531,-118.292763,36.362488,2705
12532,-118.285141,36.364151,2721
12533,-118.276604,36.359627,2657
12534,-118.254128,36.350624,2643
12535,-118.238426,36.340191,2642
12536,-118.23085,36.323048,2621
12537,-118.225922,36.313904,2642
12538,-118.21904,36.306847,2654
12539,-118.209679,36.303928,2613
12540,-118.181923,36.29908,2578
12541,-118.177063,36.295216,2612
12542,-118.172188,36.290203,2633
12543,-118.169151,36.273476,2706
12544,-118.165459,36.226711,2415
12545,-118.163719,36.223515,2459
12546,-118.152222,36.207073,2427
12547,-118.143913,36.196579,2469
12548,-118.137627,36.191345,2395
12549,-118.124588,36.186382,2439
12550,-118.113503,36.17934,2481
12551,-118.105858,36.177326,2483
12552,-118.093384,36.172588,2533
12553,-118.09211,36.159748,2552
12554,-118.096626,36.136093,2314
12555,-118.111221,36.130039,2446
12556,-118.114037,36.129791,2500
12557,-118.124039,36.140282,2643
12558,-118.129387,36.139786,2618
12559,-118.133583,36.136318,2528
12560,-118.138123,36.139042,2465
12561,-118.155853,36.158421,2435
12562,-118.159698,36.172386,2392
12563,-118.16227,36.175354,2391
12564,-118.169083,36.178288,2415
12565,-118.17952,36.177986,2405
12566,-118.190224,36.175621,2405
12567,-118.200302,36.170044,2399
12568,-118.209557,36.165848,2450
12569,-118.21804,36.167622,2536
12570,-118.226768,36.16618,2556
12571,-118.229263,36.162033,2588
12572,-118.232224,36.152149,2533
12573,-118.235291,36.149372,2516
12574,-118.244858,36.147697,2500
12575,-118.251038,36.145584,2490
12576,-118.264999,36.135159,2580
12577,-118.271156,36.132359,2601
12578,-118.282707,36.131351,2489
12579,-118.286301,36.12582,2450
12580,-118.286819,36.122372,2449
12581,-118.29158,36.120045,2352
12582,-118.299316,36.128468,2410
12583,-118.308357,36.130234,2528
12584,-118.319183,36.137486,2489
12585,-118.326447,36.132839,2553
12586,-118.329872,36.135334,2558
12587,-118.331703,36.144035,2415
12588,-118.335678,36.146297,2210
12589,-118.350403,36.150303,1804
12590,-118.359421,36.149769,1740
12591,-118.363121,36.151573,1679
12592,-118.365143,36.154312,1680
12593,-118.367981,36.156116,1658
12594,-118.376511,36.160179,1540
12595,-118.386276,36.135319,1701
12596,-118.389717,36.130611,1599
12597,-118.398643,36.132229,1652
12598,-118.412003,36.138767,1665
12599,-118.417084,36.138721,1655
12600,-118.427963,36.131512,1561
12601,-118.431877,36.129639,1605
12602,-118.434563,36.127445,1512
12603,-118.439934,36.120853,1507
12604,-118.443718,36.093746,1657
12605,-118.443893,36.086632,1654
12606,-118.445251,36.084099,1667
12607,-118.450027,36.03038,1611
12608,-118.450157,36.021202,1532
12609,-118.453163,36.015438,1504
12610,-118.459427,35.985329,1480
12611,-118.461853,35.977966,1488
12612,-118.471413,35.97765,1420
12613,-118.478218,35.980797,1420
12614,-118.493523,35.979469,1449
12615,-116.26693,35.972984,478
12616,-116.261276,35.974998,476
12617,-116.248894,35.975113,504
12618,-116.245781,35.97646,516
12619,-116.234093,35.989429,598
12620,-116.224159,35.995071,669
12621,-116.216278,35.995457,731
12622,-116.203613,35.994881,676
12623,-116.197662,35.997807,659
12624,-116.193672,36.001663,647
12625,-116.19133,36.009212,641
12626,-116.191338,36.031235,652
12627,-116.184837,36.078194,744
12628,-116.182877,36.098824,832
12629,-116.176666,36.122162,881
12630,-116.172859,36.13382,873
12631,-116.167374,36.143631,844
12632,-116.155403,36.153603,811
12633,-116.137253,36.160534,768
12634,-116.11879,36.164242,755
12635,-116.271492,35.992298,499
12636,-121.179703,35.971867,301
12637,-121.177673,35.976574,331
12638,-121.180237,36.004955,330
12639,-121.175743,36.033108,343
12640,-121.178596,36.039444,354
12641,-121.183144,36.045727,363
12642,-121.180794,36.060265,455
12643,-121.183067,36.072128,452
12644,-121.17823,36.087894,412
12645,-121.166222,36.095848,252
12646,-121.146141,36.106129,246
12647,-121.138817,36.112099,285
12648,-121.133392,36.12191,261
12649,-121.123894,36.146313,144
12650,-121.125923,36.152908,131
12651,-121.132011,36.161896,122
12652,-121.132797,36.177711,102
12653,-121.139793,36.193096,101
12654,-121.214104,35.978161,299
12655,-121.198013,35.972252,306
12656,-121.259338,35.997814,350
12657,-121.261276,35.991779,375
12658,-121.260384,35.985157,354
12659,-121.258293,35.977646,350
12660,-121.265572,35.971207,419
12661,-121.2752,35.966763,395
12662,-121.281708,35.961956,398
12663,-121.292992,35.962273,404
12664,-121.313202,35.97171,406
12665,-121.344116,35.98101,433
12666,-121.351418,35.985821,488
12667,-121.358223,35.99202,520
12668,-121.370369,35.997807,502
12669,-121.386948,36.007584,604
12670,-121.404083,36.0116,576
12671,-121.416801,36.017593,623
12672,-121.428993,36.018787,644
12673,-121.434143,36.015167,621
12674,-121.448433,36.013535,831
12675,-121.451897,36.009968,851
12676,-121.451393,36.000343,689
12677,-121.453506,35.997978,581
12678,-121.473427,36.001427,564
12679,-121.481277,35.995644,443
12680,-121.488617,35.99585,260
12681,-120.0,35.954239,219
12682,-116.702003,35.938732,6
12683,-116.715958,35.956699,1
12684,-116.739326,36.004532,-46
12685,-116.742943,36.014412,-30
12686,-116.745972,36.026356,115
12687,-116.760201,36.052113,22
12688,-116.759613,36.05785,6
12689,-116.754219,36.063786,-71
12690,-116.743782,36.066486,-70
12691,-116.733482,36.093956,-64
12692,-116.730927,36.098301,-58
12693,-116.733139,36.105659,-59
12694,-116.7379,36.110954,-67
12695,-116.743797,36.114655,-68
12696,-116.748306,36.116055,-61
12697,-116.761833,36.11681,-56
12698,-116.765472,36.12233,-51
12699,-116.767418,36.128078,-52
12700,-116.765961,36.137016,-68
12701,-116.763107,36.142277,-64
12702,-116.769821,36.154465,-53
12703,-116.768951,36.159046,-79
12704,-116.764122,36.164989,18
12705,-116.764664,36.170269,-58
12706,-116.762367,36.175762,59
12707,-116.767387,36.189548,-70
12708,-116.767036,36.201473,-68
12709,-116.772926,36.207924,-55
12710,-116.770363,36.213879,10
12711,-116.773438,36.220772,-82
12712,-116.772293,36.224438,-23
12713,-116.763512,36.228752,167
12714,-116.763763,36.237011,-16
12715,-116.77269,36.257236,57
12716,-116.801933,36.285358,-59
12717,-116.827164,36.331802,-36
12718,-116.833092,36.344254,-45
12719,-116.839211,36.357086,-35
12720,-116.707916,35.936237,-28
12721,-116.722542,35.937008,-56
12722,-116.753899,35.96492,-66
12723,-116.770638,35.994133,-69
12724,-116.784111,36.001766,-71
12725,-116.807404,36.021141,-72
12726,-116.829033,36.032475,-72
12727,-116.833282,36.04298,-77
12728,-116.837303,36.076324,-78
12729,-116.843437,36.08736,-77
12730,-116.84539,36.095169,-75
12731,-116.841637,36.115108,-79
12732,-116.843842,36.12796,-76
12733,-116.854782,36.14246,-73
12734,-116.858948,36.159447,-73
12735,-116.878349,36.177418,-73
12736,-116.877747,36.184753,-68
12737,-116.870361,36.198715,-74
12738,-116.871147,36.214092,-73
12739,-116.878441,36.228569,-77
12740,-116.889519,36.287788,-79
12741,-116.885696,36.327457,-79
12742,-116.873787,36.335892,-82
12743,-116.865547,36.347557,-82
12744,-116.851089,36.35759,-54
12745,-119.947456,35.976524,89
12746,-119.91291,35.935406,83
12747,-119.573097,35.93404,57
12748,-119.572441,35.958603,59
12749,-119.570923,35.964367,59
12750,-119.570038,36.046749,58
12751,-119.584381,35.93475,61
12752,-119.884163,35.936806,70
12753,-116.651604,35.899685,28
12754,-116.640877,35.906273,100
12755,-116.635529,35.907158,124
12756,-116.620354,35.906605,181
12757,-116.604279,35.912243,274
12758,-116.582062,35.911648,384
12759,-116.57029,35.906292,345
12760,-116.560158,35.907143,340
12761,-116.551964,35.911907,403
12762,-116.541206,35.919865,463
12763,-116.525749,35.9193,527
12764,-116.499924,35.914528,649
12765,-116.485336,35.909153,713
12766,-116.455811,35.908474,837
12767,-116.445671,35.910004,891
12768,-116.423866,35.925896,1012
12769,-116.410149,35.948269,821
12770,-116.406174,35.951912,811
12771,-116.39769,35.956886,724
12772,-116.379089,35.959267,654
12773,-116.360161,35.966221,637
12774,-116.334686,35.979771,675
12775,-116.32386,35.992523,631
12776,-116.279633,35.994434,513
12777,-116.667572,35.909866,-18
12778,-116.682938,35.925781,-6
12779,-116.700317,35.936657,-4
12780,-119.269173,35.896469,84
12781,-119.272377,35.915844,83
12782,-119.281219,35.952179,83
12783,-119.28643,35.968334,85
12784,-119.292053,35.990498,81
12785,-116.253479,35.894867,410
12786,-116.260406,35.903419,420
12787,-116.265099,35.91172,420
12788,-116.267929,35.934917,434
12789,-116.265327,35.965405,466
12790,-119.043907,36.009689,145
12791,-119.044899,35.991779,141
12792,-119.041092,35.973476,138
12793,-119.040543,35.962246,150
12794,-119.04261,35.894772,166
12795,-119.009338,36.024628,148
12796,-118.983704,36.024517,163
12797,-118.981369,36.021107,170
12798,-118.98069,36.016071,174
12799,-118.982628,36.002052,162
12800,-118.982094,35.991051,171
12801,-118.979713,35.985573,178
12802,-118.96389,35.970417,210
12803,-118.93364,35.926773,263
12804,-118.926338,35.914707,276
12805,-118.919533,35.898972,250
12806,-118.91787,35.893948,256
12807,-119.472801,35.987946,61
12808,-119.46907,35.985489,60
12809,-119.452164,35.965363,64
12810,-119.404358,35.897362,60
12811,-119.402077,35.893478,62
12812,-119.054108,35.893459,163
12813,-119.047081,35.893562,169
12814,-119.038673,35.894596,170
12815,-119.035828,35.893486,172
12816,-118.991943,35.892719,195
12817,-118.925873,35.893383,242
12818,-119.275658,35.892467,83
12819,-119.275146,35.892231,83
12820,-119.256866,35.893154,90
12821,-119.261917,35.892101,88
12822,-119.293419,35.892792,82
12823,-119.39267,35.891827,62
12824,-120.046272,35.891373,171
12825,-120.040962,35.898964,156
12826,-120.025124,35.927773,182
12827,-120.014618,35.941086,244
12828,-120.007294,35.948822,282
12829,-120.129913,35.998589,240
12830,-120.091621,35.945545,217
12831,-120.057198,35.904568,172
12832,-120.049957,35.898991,164
12833,-119.267227,35.888577,85
12834,-119.487793,35.887722,64
12835,-119.44854,35.888569,60
12836,-119.443024,35.892338,61
12837,-119.408722,35.8927,62
12838,-119.486389,35.913364,60
12839,-119.482513,35.915497,59
12840,-119.481461,35.985497,60
12841,-118.662819,35.88715,1048
12842,-118.661423,35.887627,1055
12843,-118.655708,35.897785,1105
12844,-118.65609,35.903057,1079
12845,-118.657799,35.904186,1161
12846,-118.66658,35.907532,1190
12847,-118.666679,35.912804,1378
12848,-118.654648,35.916374,1469
12849,-118.65313,35.925339,1754
12850,-118.650681,35.929726,1775
12851,-118.63662,35.945248,1828
12852,-118.625526,35.954311,1986
12853,-118.616737,35.950737,1969
12854,-118.611961,35.951015,1945
12855,-118.562721,35.967354,1835
12856,-118.540871,35.973541,1430
12857,-118.534142,35.974979,1435
12858,-118.510773,35.974518,1460
12859,-118.496773,35.97924,1402
12860,-119.261902,35.88039,90
12861,-121.111214,36.197899,97
12862,-121.100761,36.192253,96
12863,-121.07914,36.18903,98
12864,-121.070679,36.183552,98
12865,-121.059196,36.168301,105
12866,-121.042488,36.144253,111
12867,-121.021332,36.12149,106
12868,-121.025421,36.106903,109
12869,-121.02285,36.100552,115
12870,-120.953194,36.048038,156
12871,-120.929001,36.025352,146
12872,-120.912392,36.007942,127
12873,-120.892982,35.98465,133
12874,-120.873703,35.957672,137
12875,-120.857094,35.927631,177
12876,-120.839577,35.908176,148
12877,-120.823463,35.87582,162
12878,-120.836281,35.873383,157
12879,-118.682747,35.88216,987
12880,-118.687737,35.881374,919
12881,-118.698357,35.87804,840
12882,-118.704147,35.872242,829
12883,-118.707802,35.872429,826
12884,-118.722939,35.884411,867
12885,-118.728592,35.885723,818
12886,-118.742653,35.886024,766
12887,-118.755478,35.894588,711
12888,-118.759987,35.894997,697
12889,-118.76445,35.893333,814
12890,-118.774986,35.886097,634
12891,-118.78286,35.886002,669
12892,-118.786537,35.886875,681
12893,-118.795982,35.895252,630
12894,-118.802139,35.89357,587
12895,-118.814293,35.882641,504
12896,-118.821648,35.879562,490
12897,-118.82859,35.881092,476
12898,-118.845978,35.892113,388
12899,-118.864853,35.893257,361
12900,-118.872421,35.8927,364
12901,-118.876091,35.893108,348
